C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,increasing_id
39670,Customer#000039670,"Fw6Dy2RB5h,BQrnTjdrfbLq4NQTtdB6JOzqzpa",16,26-381-124-7190,7584.29,MACHINERY,y ironic packages. carefully express excuses are. carefully permanent instru,39669
39671,Customer#000039671,"6 Qy,rvnwlikWTBac8xK,LII 7Qndx62WHZ0Oy",7,17-937-716-8864,-746.13,FURNITURE,thely regular requests nag furiously carefully final instructions. expres,39670
39672,Customer#000039672,x4pJfMfIUv1b6p,3,13-497-865-7798,8688.72,MACHINERY,"ess, regular requests can sleep idly regular deposits. carefully bold foxes haggle carefully: carefully iro",39671
39673,Customer#000039673,Vz6hWm7Yh8OHf8zz6ViaazboGv,20,30-187-760-6427,4346.21,FURNITURE,t escapades. carefully unusual pinto beans about the quickl,39672
39674,Customer#000039674,Q1HN4y8g8rN9I4k,8,18-177-381-2440,4685.02,BUILDING,posits integrate. furiously even pinto beans sleep quickly quickly,39673
39675,Customer#000039675,"pUKLz0n5NmsHptVIx 6,iGcymVJTJJDqzPqOJx0",0,10-439-813-5920,1144.19,FURNITURE,ly regular packages maintain furiously car,39674
39676,Customer#000039676,fQqzZTKfr74Cz44wgAz8tecdTpeA5gExyNE8AI8n,3,13-929-283-1028,360.85,FURNITURE,posits snooze against the regular hockey players. blithely ironic packages,39675
39677,Customer#000039677,Gnrr1RszL9lRC,4,14-781-308-7875,1700.32,BUILDING,"s: ironic, even courts above the fluffily regular pa",39676
39678,Customer#000039678,Dr9GU6lOUMLYCm2v65p3gSA,5,15-199-732-5991,8233.50,FURNITURE,"ironic, final accounts; blithely regular",39677
39679,Customer#000039679,"b,Bk6oGlaeo5L2Y rjxtd4FQkopPUmkpNJEwAk",12,22-973-333-3326,9421.94,FURNITURE,s the ironic excuses haggle fluffily unusual requests. carefu,39678
39680,Customer#000039680,Nl5CNIuoGQYy EjUyjX9yPGLWJ0,10,20-363-938-1236,7579.32,FURNITURE,slyly even pinto beans are furiously,39679
39681,Customer#000039681,RM fAJxq3t2H9GGyn9YgVYZBE7,10,20-839-354-8652,3620.47,HOUSEHOLD,final instructions sleep slyly deposits. blithely ironic instructions sleep after the slyly special notorni,39680
39682,Customer#000039682,4HMHEptCHIpCk,0,10-887-544-2626,6204.69,BUILDING,hely regular instructions haggle carefully around the carefully ironic instructions. blithely bold accounts,39681
39683,Customer#000039683,rUy0eBShcMvV,13,23-398-984-1804,290.28,BUILDING,ely even excuses haggle blithely about the carefu,39682
39684,Customer#000039684,3LG1mJdl8k2h4Wn0ijtoTHqNRfj,20,30-780-251-1489,3675.67,FURNITURE,"theodolites haggle furiously regular somas. ironic, regul",39683
39685,Customer#000039685,AAoCsFbMEFwjENZJNYXABoh7IrXgBg,6,16-869-879-8505,-962.59,HOUSEHOLD,"ke. express, final accounts are slyly ironic platelets. furiously regular dependencies",39684
39686,Customer#000039686,vs8PZueLlHFX G4BXLOfjXRVyDyhNe7eosPhQus8,7,17-888-870-2367,723.99,HOUSEHOLD,sts. furiously unusual packages thrash. regular reque,39685
39687,Customer#000039687,nxe0Al nAug24,6,16-213-119-6913,38.81,BUILDING,ously. braids across the accounts cajole about the carefully bold dep,39686
39688,Customer#000039688,",7oFw7MnAo6hu4ZIVqD8QdHPJ4Ry7faLxf6C",9,19-534-111-5008,1267.12,AUTOMOBILE,"nding instructions cajole carefully ironic, special requests: blithely pending accounts wake regularly!",39687
39689,Customer#000039689,"f1z, Kio5HNbvJTzDe,SUJUrYv",6,16-591-407-4208,9382.34,BUILDING,"ag around the fluffily final requests. regular, ironic packages haggle about the ironic, silent",39688
39690,Customer#000039690,UVp2HNAS GA3y2vDymYhW,13,23-186-766-2282,2085.24,MACHINERY,ests mold carefully among the quickly even braids.,39689
39691,Customer#000039691,PG0IctWKe0RUzcxJkFDERa 2QrkrDP9Cfu,21,31-370-150-9592,9536.19,BUILDING,ully dogged foxes. quickly regular i,39690
39692,Customer#000039692,kLiUr8acHytWOH2CWYT5z7KfObuBuEdEV8zqm,9,19-797-669-2213,2833.47,FURNITURE,ecial platelets. quickly regular grouches sleep according to the pending accounts. accounts,39691
39693,Customer#000039693,nqUxmEQQGvpsm7Nt9SmDTFg,6,16-570-731-2537,1181.33,HOUSEHOLD,furiously along the slyly unusual theodolites. quickly final platelets use un,39692
39694,Customer#000039694,EDtPIpZoiHwGAshHYZFF42U,9,19-706-479-6076,8507.07,BUILDING,"ending, special platelets above the bold, regular ideas affix",39693
39695,Customer#000039695,rMn4D4QLZjQfW87ENSZTBujI6Dn5mzibXrXGsR,22,32-616-739-2721,9445.31,AUTOMOBILE,"t excuses impress regular, regular ideas. carefully pending instructions wake carefully",39694
39696,Customer#000039696,p4v3jJxRjThCg,10,20-925-336-8474,4369.19,AUTOMOBILE,unusual foxes along the blithely even accounts cajole,39695
39697,Customer#000039697,6bMD2ujk9wDB1OJ6K5FpHZe8XTcLlm,19,29-206-695-5570,5921.02,AUTOMOBILE,uests against the slyly even requests s,39696
39698,Customer#000039698,WuqVxWmG0Ok5gVRfMwlW,6,16-939-986-1561,6648.65,FURNITURE,"sits. blithely thin accounts use ironic, unusual ideas. final deposits dazzle ac",39697
39699,Customer#000039699,Vpnye AgLyX,18,28-108-996-8145,3863.15,BUILDING,o beans sleep carefully final ideas. quickly fin,39698
39700,Customer#000039700,qajtKCcfjSD0RW,15,25-742-549-6601,3983.52,HOUSEHOLD,are carefully quickly unusual asymptotes. qu,39699
39701,Customer#000039701,ePzrYh3Bqg,0,10-897-686-1454,2994.60,BUILDING,"l theodolites. blithely ironic theodolites sleep bold, speci",39700
39702,Customer#000039702,5LGBSyssGfiZ4WpSqZmEMKXxgvbyn3dV,8,18-691-200-3079,3204.83,FURNITURE,uickly final foxes wake slyly special pinto beans. fluffily ironic fo,39701
39703,Customer#000039703,DJoAGwwW0CXXgbAyUMgMvMV,20,30-733-623-9675,5522.18,HOUSEHOLD,"equests after the special, eve",39702
39704,Customer#000039704,Gkhofa18IJk2AkcbD0aLV,1,11-309-614-1216,2359.02,BUILDING,final deposits boost quickly among the furiously,39703
39705,Customer#000039705,"O8WBmSL,O7g8RICDHIxT3IxCt",23,33-929-331-5269,2051.98,AUTOMOBILE,atelets snooze blithely blithely unusual deposits. slyly ironic deposits,39704
39706,Customer#000039706,"Z26i1PzMMRumMd9UK1r,gt5DiGS2Ms",15,25-744-624-5738,651.31,MACHINERY,ly at the pending packages. carefully ironic a,39705
39707,Customer#000039707,nlxZMgJKzpUsp9VrIKV,14,24-832-840-5035,-465.96,AUTOMOBILE,s. quickly regular deposits wake! quickly regular packages snooze slyly. pearls cajole. final deposits mold ac,39706
39708,Customer#000039708,O2frLQW b0oopgwd2dUMH3WdA t2gGo,15,25-570-277-5944,9609.95,FURNITURE,bold accounts. quickly special packages wake.,39707
39709,Customer#000039709,1XIzi5aDPx9EIt3jZcYKnbUpM5ClR6Os7A,5,15-833-318-5483,-528.09,AUTOMOBILE,ackages integrate furiously about the carefully regular requests. ironically ironic,39708
39710,Customer#000039710,FO9Xf0TqOYd0,23,33-386-713-2801,-632.53,HOUSEHOLD,after the carefully pending deposits haggle slyly express accou,39709
39711,Customer#000039711,S66g6KrKOHiHrI7cP53H5f9HvMClI14QW,8,18-713-348-5717,3926.62,AUTOMOBILE,furiously quick requests integrate carefully. daring requests are quickly after the pending ideas. pending dependen,39710
39712,Customer#000039712,hWMNs9A1lrYfYhJxPAGIyw1piaz4rEvAE74KMJU,2,12-421-562-1920,3684.15,FURNITURE,ptotes sleep above the requests. furiously i,39711
39713,Customer#000039713,4kwiNkaPzplWZmcS,10,20-163-586-6212,9536.77,HOUSEHOLD,packages. regularly ironic e,39712
39714,Customer#000039714,"xGGMh,4I5eHiP0XEon VzD",0,10-392-682-5624,1629.23,AUTOMOBILE,l theodolites haggle closely along the slyly regular packages: instructions de,39713
39715,Customer#000039715,6gl1ilUOOr Ki13ym4x8U8SYzfSZqaWinNO,4,14-395-127-8185,1480.79,HOUSEHOLD,ructions. final theodolites sleep across the even packages. realms cajole carefully. furiously express foxes mold,39714
39716,Customer#000039716,"F45ioPs6NOl,QWEfO6vyjDQNmLYAx0J2S",17,27-889-760-2944,3574.52,BUILDING,are furiously fluffily quiet deposits. accounts according to the special,39715
39717,Customer#000039717,5Rnf23pRZib3DYRSCmwMNZXkCS9aqKbAwwZF,18,28-461-342-2764,4003.18,FURNITURE,bold requests cajole carefully. blithely final requests integrate after the p,39716
39718,Customer#000039718,MtaYt1Ed7EFmdfAHTSWXy 7hfLT8roLLGVZ2bfV,21,31-230-149-9121,3490.39,FURNITURE,"al requests. final, special instructions wake alongside of the quickly c",39717
39719,Customer#000039719,Sf4VgVjvM0E,24,34-149-656-5025,8902.20,FURNITURE,regular accounts. carefully final accounts haggle furiously about the excuses. silent deposits nag furiously furiou,39718
39720,Customer#000039720,tvWJJYhZ8BPMprZubDeebdqpz29TLA6O8C6,10,20-954-413-8414,6336.86,FURNITURE,. carefully bold pearls use slyly ev,39719
39721,Customer#000039721,"YJmt,Mg2YQYr",22,32-931-942-3311,-296.95,FURNITURE,usual packages sleep quickly about the carefully bold theodolites.,39720
39722,Customer#000039722,LGy41a9dLfPVrbXzyKgvbio,15,25-787-378-4321,1140.44,MACHINERY,"lar ideas affix furiously. regular, pending ideas lose quickly pinto beans. care",39721
39723,Customer#000039723,"Gb,Hk5Ie4NastMP4KcFD jqRxNh4Rn6fotSR",14,24-742-449-7444,3337.41,HOUSEHOLD,onic requests integrate slyly. carefully regular packages about the carefully pending packages nag quickly reg,39722
39724,Customer#000039724,TmXSNVIob1amW7l94RMk,15,25-634-988-1456,827.59,BUILDING,ependencies-- furiously special theodolites integrate quietly slyly express asymptotes. even asympt,39723
39725,Customer#000039725,nxl8K7UDbRQ5GvFTM4Iz5,12,22-364-773-7211,3233.04,BUILDING,"wake blithely carefully ironic requests-- final, bold excuses are blit",39724
39726,Customer#000039726,hFYAidU zKc,21,31-586-573-1121,6670.00,FURNITURE,"ideas use. blithely regular deposits use carefully regular excuses-- even, final ideas wake abo",39725
39727,Customer#000039727,"ilpFdp,vyTXJ,ZGd",15,25-244-840-8869,-284.45,BUILDING,riously express Tiresias alongside of the final dinos boost close theodolites. furiously bold accounts sleep.,39726
39728,Customer#000039728,3yIYLHv50uMi1zDte D4,0,10-721-928-5241,2104.89,MACHINERY,y slyly final theodolites. quickly express packages sleep fluffily. car,39727
39729,Customer#000039729,MwR0Oe9mG v3e4O4 N6pm3p86H,4,14-862-751-4117,9835.52,MACHINERY,olphins. requests use blithely. carefully pending pinto beans are permanently. carefully regular requests along,39728
39730,Customer#000039730,16uId96VUvmwv7wIHz,7,17-593-887-7120,6669.29,MACHINERY,ously even theodolites among the quickly pending attainments try to run quickly according to the,39729
39731,Customer#000039731,"thcPg NS2VK,Z88KpfnKxzJd0",11,21-121-804-1174,9791.20,MACHINERY,latelets. even dependencies cajole carefully-- blithely even deposits wake against the expr,39730
39732,Customer#000039732,dV7sh692xLUBxUNSCGDwbsKnr 1eGS 0V,7,17-813-868-4426,9815.49,MACHINERY,ise regularly careful foxes. fluffily pen,39731
39733,Customer#000039733,GBoqFWUiORNuBEoLbsTkveeMMIhYeQ2CMYF5j0,15,25-442-622-9149,10.58,MACHINERY,requests above the bravely express pinto,39732
39734,Customer#000039734,z65zaGzTg2zNtPvk34Wa,7,17-113-943-3479,-258.20,HOUSEHOLD,"carefully around the daring, final requests. regular instruction",39733
39735,Customer#000039735,"Eg08xE,gXXJxTiRQvsVoP3Chs60nDkHeoLNmBR",11,21-812-559-1644,3300.61,FURNITURE,ep slyly fluffily express platelets. furiously regular packages print c,39734
39736,Customer#000039736,DvC5LKwx6jyVpam,3,13-205-775-1904,9409.61,MACHINERY,out the bold requests nag fluffily regular re,39735
39737,Customer#000039737,gstjH32zoFcNGnkwg5GnMLJMNKT7Kx,12,22-979-328-7492,9362.86,AUTOMOBILE,ess somas wake carefully. furiously ironic packages wake. slyly t,39736
39738,Customer#000039738,ea8cJHVLNNJt3cMFXLxk7t5YJ0,9,19-755-365-2602,4670.52,AUTOMOBILE,"thely. regular pinto beans boost carefully. dogged, iron",39737
39739,Customer#000039739,"4rmTCY5s8,qkv91BOz,yF4",3,13-392-900-2124,-496.28,MACHINERY,iously pending platelets. carefully special theodol,39738
39740,Customer#000039740,pYnxAWUUqvPJmsifXtlkhFMEhZOe,2,12-497-503-3952,5966.43,FURNITURE,pecial foxes detect silently regular hockey players. carefully ironic ideas,39739
39741,Customer#000039741,4V0P9h1eqVUbJnWgsPxiadziKPqjrL,12,22-438-900-5754,-237.42,MACHINERY,"ests. silent, ironic theodolites against the ironic platelets are slyly despite the r",39740
39742,Customer#000039742,"6YIBZOK6JEocMIak5ChU6RxJ,O",21,31-856-848-5791,691.88,FURNITURE,even deposits use blithely along the slyly regular account,39741
39743,Customer#000039743,"m3r14487ChZKi0R,FLW61e",10,20-996-771-2386,-607.27,MACHINERY,"ts. slyly express somas thrash slyly. bold, special Tire",39742
39744,Customer#000039744,"pCIS3An,GrLC5",24,34-401-372-6321,-446.89,FURNITURE,. fluffily unusual accounts x-ray blithely? deposits nag around the slyly unusual attainments. carefully silent,39743
39745,Customer#000039745,"A1HZ7DDgrvgqpIK2WUGV1XVSvIDAmm,Gy",1,11-537-578-5501,80.81,AUTOMOBILE,s the slyly regular requests. blithely ironic accounts detect about the carefully ironic depos,39744
39746,Customer#000039746,"d0,L7 ycMgKS4kC0A7b9yN3O6467DaXm7",3,13-582-260-3447,3180.31,MACHINERY,he furiously pending sauternes are alongside of the fu,39745
39747,Customer#000039747,BjwvlY8Ts40hQqWCd3q3t0E1JOqQSL3DfIm8ns,10,20-958-281-8930,479.66,AUTOMOBILE,"ironic, pending gifts. even instructions kindle. slyly regular deposits across the careful",39746
39748,Customer#000039748,8HRkg57XAkHlzcSM3kk1YP,13,23-444-842-8057,7519.61,FURNITURE,s against the regular packages sleep,39747
39749,Customer#000039749,4ffHZMwXkjV4Yu,22,32-367-805-7129,1161.17,BUILDING,structions wake slyly ideas; carefully final deposits sleep silently idly even accounts. ironic pinto beans,39748
39750,Customer#000039750,7Ziev2tOnzcV990kyd9 K,14,24-251-182-2353,-321.19,AUTOMOBILE,ic asymptotes sleep fluffily unusual asymptotes. packages sleep sl,39749
39751,Customer#000039751,VZA cR7ENtrH7du8xxv7Y70r,6,16-950-478-7781,674.11,HOUSEHOLD,"use blithely ironic courts. regular, dogged packages are ironic requests-- special theodoli",39750
39752,Customer#000039752,"rdww17ZBFKGz0wIZJqN ,jCarpnOpOKh5",4,14-331-286-2782,8747.33,BUILDING,ly regular accounts above the car,39751
39753,Customer#000039753,yIjJVVLpVmLSR33fxDZ,16,26-970-332-2516,-541.65,HOUSEHOLD,e after the quickly stealthy packages. furiously spe,39752
39754,Customer#000039754,0pvPBmrtvyTMRDOucx9JnN,11,21-188-880-2786,2331.07,HOUSEHOLD,even deposits; slyly final foxes caj,39753
39755,Customer#000039755,1RBOyr1Ltunh2Jm2npmjkKGtupDk95w4U8,13,23-959-113-9111,5338.06,HOUSEHOLD,ular frays run furiously after the quietly silent deposits. fur,39754
39756,Customer#000039756,hGvhaQbnlTAWyWMph9ic,7,17-973-276-8620,9792.51,MACHINERY,ar platelets cajole. deposits poach requests. carefully unusual accounts must nag. special excuses impres,39755
39757,Customer#000039757,qRQM30CuPlbngi8,22,32-791-377-9749,9831.13,BUILDING,"ess deposits haggle blithely among the quickly regular instructions. regular, b",39756
39758,Customer#000039758,frbaoqJrZoNtRyOW,2,12-495-647-3285,9860.92,BUILDING,the ironic theodolites dazzle according to the blithely express requests. carefully ironic,39757
39759,Customer#000039759,ma8E1bkgun 1weaDBT,4,14-458-963-5212,4557.97,BUILDING,"pecial dependencies cajole blithely above the regular requests. blithe, express requests ac",39758
39760,Customer#000039760,CV2A dsFwXMikEAObbg5 55,3,13-454-242-3746,-209.08,BUILDING,iously ironic deposits detect blithely bold ideas. carefully ironic instructions boost blithely carefully final pa,39759
39761,Customer#000039761,"sRWLGz9kQ,06nZ9SS ynxU71UvSe1mMnbCt",24,34-597-576-9935,3910.59,AUTOMOBILE,oxes. accounts may cajole slyly about the regular accounts. reque,39760
39762,Customer#000039762,qlQnUgh8SxW2EskCVXuIvJ0f,18,28-726-716-5243,9305.67,FURNITURE,"ideas. slyly unusual tithes sleep furiously above the unusual, final theodolites. furiously final deposits wake",39761
39763,Customer#000039763,M95z0ot3uXp2nuTwwNO,2,12-580-663-9093,552.30,BUILDING,e finally regular instructions. slyly,39762
39764,Customer#000039764,clSy8zgrLWlbk6F 7Ds,2,12-832-901-2083,7383.18,MACHINERY,the regular dependencies. ruthless,39763
39765,Customer#000039765,VSfwgVZwD4zSAIGJutOhYvF2xGcHB,22,32-716-842-4617,7190.42,HOUSEHOLD,ress requests eat furiously according to the pinto beans. furiously regular attainments,39764
39766,Customer#000039766,GMsrLYKQxTRH,10,20-875-779-7043,1356.41,MACHINERY,. slyly even packages nag; stealthily unusual asymptotes according to the special,39765
39767,Customer#000039767,FQWMqXo4pKcfJfwbnlS0c8Ra3e7sclqiDFQFkUUd,14,24-227-329-2860,3103.87,MACHINERY,ithin the ironic packages. special requests nag even orbits. ironic ideas wake blithely against the blithely fina,39766
39768,Customer#000039768,jSeVgZYplHsXvmECJS,15,25-411-808-4516,2802.69,MACHINERY,ly bold instructions. slyly express ideas wake furiously according to the slyly express plat,39767
39769,Customer#000039769,jf0WMIELWYUw,10,20-984-589-6198,719.45,AUTOMOBILE,detect permanently against the fluffily stealthy excuses. final theodolites are blit,39768
39770,Customer#000039770,D2pcvMfY3K7FR8T94H9t0gNirpx4ay1KrE2,13,23-191-427-3293,704.30,HOUSEHOLD,"pinto beans. regular, ironic courts integrate ironic foxes. slyly even foxes sleep blithely",39769
39771,Customer#000039771,3mhf15INjhYooD 230tDCepS,15,25-278-235-4633,-812.61,AUTOMOBILE,final sheaves according to the regular packages wake furiously even,39770
39772,Customer#000039772,8JCEcfaZY5NJ,16,26-502-596-5407,2361.11,MACHINERY,even packages outside the evenl,39771
39773,Customer#000039773,"f4g,3J04kn snEl3rccyGOh",21,31-367-858-7037,4106.22,HOUSEHOLD,press accounts are blithely. deposits wake blithely alongside of the quickly unusual packages. express instructions,39772
39774,Customer#000039774,E 6qQYMYOpQW7AtHkK60KGvQETijjvLEZK5s12JV,18,28-899-801-2231,8220.56,FURNITURE,nusual requests against the slyly pending gifts sleep across the neve,39773
39775,Customer#000039775,gLnTau9XApvmpmVkrvrffV,16,26-355-732-8408,971.71,HOUSEHOLD,ntegrate blithely slyly silent requests. special accounts are blithely blithely final packages. furiously even theod,39774
39776,Customer#000039776,uhRqiuXxy8wTc0 4y8SLpEDx,13,23-226-813-1958,5422.99,BUILDING,ly even courts. deposits x-ray. regular instructions across the slyly special warhorses are qui,39775
39777,Customer#000039777,"PQCko,lxFffLiqCpYQNEH2cTBZUiyIVyP",24,34-404-740-2852,7133.37,HOUSEHOLD,even orbits. deposits haggle furiously regular frays! furiously express gifts haggle slyly qu,39776
39778,Customer#000039778,Tfpj9Wamb4Wda,2,12-937-425-6522,-407.60,BUILDING,es nod even deposits. furiously thin pinto beans nag carefully furiously even accou,39777
39779,Customer#000039779,Dp7JcTFmpy,22,32-482-619-4310,339.25,MACHINERY,ter the furiously pending pinto beans. quietly regular theodolites cajole bl,39778
39780,Customer#000039780,B1grTkfgdXq5AzXNCJvz01gcxw O1od,1,11-926-332-1139,1641.22,MACHINERY,"ve the quickly permanent dugouts use blithely close packages. final, expre",39779
